statistic_yyy,site_id,village ,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
105,臺中市中　區,繼光里,1577,4,2,4,1,47,31,7,14,160,163,45,43,45,46,14,6,58,48,4,1,62,63,36,20,126,139,39,36,2,3,42,75,12,10,0,6,0,2,53,82,5,14,0,0,0,7
105,臺中市中　區,大墩里,2253,14,5,3,2,77,52,20,23,218,217,72,85,52,87,12,18,80,74,5,2,93,62,38,41,181,203,51,50,3,5,77,91,22,17,3,3,1,0,54,104,11,14,0,6,2,3
105,臺中市中　區,綠川里,1740,9,2,4,2,52,43,14,7,175,187,59,49,43,50,12,9,68,55,10,4,72,58,25,25,145,161,43,24,0,6,63,80,14,14,0,5,0,0,47,83,4,6,0,3,0,8
105,臺中市中　區,公園里,1543,14,7,2,0,53,44,8,13,192,176,52,52,39,50,9,7,61,61,5,2,51,62,30,24,112,133,34,16,1,2,44,60,12,6,1,5,0,0,27,62,6,3,0,1,0,4
105,臺中市中　區,光復里,2142,5,1,5,1,49,40,11,12,201,211,88,52,54,59,11,12,82,88,5,5,86,92,42,29,157,189,62,40,2,6,88,113,17,17,3,3,0,1,54,118,10,9,0,3,0,9
105,臺中市中　區,柳川里,1945,3,3,5,3,44,22,14,10,171,151,57,57,48,56,14,12,68,62,4,3,97,55,30,28,205,179,60,39,2,3,93,88,20,13,3,5,0,0,73,116,8,8,2,1,1,9
105,臺中市中　區,大誠里,2350,8,1,5,1,57,35,15,10,188,214,77,68,63,68,16,24,72,67,11,1,80,58,39,36,209,211,71,40,4,6,120,117,22,15,2,2,2,0,100,162,12,16,2,7,2,14
105,臺中市中　區,中華里,1844,7,7,4,2,54,33,8,11,154,162,33,47,57,52,12,5,57,52,2,2,82,71,16,15,181,176,41,34,2,4,108,109,14,14,1,3,0,1,63,112,9,9,5,4,1,8
105,臺中市東　區,新庄里,3111,17,8,8,4,107,60,19,26,290,276,94,74,90,108,16,15,102,88,5,2,116,97,43,31,323,271,78,51,1,3,167,152,26,17,2,4,1,0,114,167,6,11,1,3,1,16
105,臺中市東　區,振興里,3262,8,3,9,2,97,58,28,14,295,333,106,94,95,93,14,15,86,86,12,9,94,82,46,13,304,288,92,71,3,2,182,151,27,19,3,5,0,2,134,212,11,15,1,6,6,36
105,臺中市東　區,東橋里,3792,12,9,6,3,87,54,30,25,348,356,130,135,121,126,19,21,79,80,3,1,86,98,39,38,382,368,95,86,4,7,198,214,23,30,9,1,0,0,143,264,13,18,0,3,4,24
105,臺中市東　區,東興里,2964,12,4,4,3,88,70,30,14,291,336,106,81,101,96,14,9,86,73,6,1,87,86,24,33,303,285,69,54,1,6,108,136,12,19,4,3,1,0,98,175,6,16,0,3,1,9
105,臺中市東　區,干城里,2200,12,2,1,4,71,59,21,16,219,257,58,46,70,71,16,12,71,65,6,4,76,63,18,18,171,169,45,27,1,7,106,109,19,12,2,0,1,1,71,156,8,18,0,2,2,17
105,臺中市東　區,泉源里,1814,3,3,5,1,51,37,18,8,165,176,57,33,68,47,9,4,39,30,1,0,44,32,12,23,184,150,36,31,0,4,118,86,17,10,6,2,0,0,113,157,6,10,0,5,0,13
105,臺中市東　區,旱溪里,2583,4,3,2,1,47,29,20,12,215,220,85,70,65,88,17,13,59,48,2,1,78,44,30,15,306,237,86,56,3,2,152,134,25,12,0,3,1,1,131,204,9,26,0,2,0,25
105,臺中市東　區,樂成里,2228,5,1,3,2,54,43,15,6,173,174,74,87,64,54,12,11,52,53,5,0,60,47,35,23,217,215,60,42,5,7,141,128,17,16,1,4,0,0,117,158,3,14,0,5,1,24
105,臺中市東　區,東門里,6461,10,8,9,8,163,109,46,43,597,723,255,233,181,224,36,23,125,121,9,11,164,148,84,51,647,575,176,109,5,12,349,348,45,51,7,4,4,1,266,376,11,44,0,7,1,42
105,臺中市東　區,十甲里,4617,9,5,8,0,135,84,44,31,423,499,177,153,158,145,35,20,106,107,10,7,137,120,50,49,471,496,130,96,7,10,201,236,17,29,4,1,0,0,116,220,7,26,3,1,3,31
105,臺中市東　區,東南里,3896,9,1,3,4,93,70,38,22,371,401,123,115,116,115,20,17,97,90,5,5,98,108,47,41,398,395,128,86,3,9,166,217,32,17,1,1,3,1,133,225,9,27,1,3,3,29
105,臺中市東　區,東勢里,2756,5,2,4,2,60,50,14,13,262,239,91,71,80,90,19,8,60,69,8,3,88,93,37,28,275,259,80,53,3,4,130,142,23,19,3,1,0,2,112,185,16,20,2,3,2,26
105,臺中市東　區,合作里,4261,11,3,5,4,89,48,23,15,375,395,173,119,130,139,27,25,122,129,6,6,141,113,49,39,419,401,123,85,7,15,212,207,37,35,4,3,0,1,120,292,11,35,1,19,1,47
105,臺中市東　區,富台里,1769,4,0,3,0,30,18,12,7,169,139,38,39,53,53,16,4,50,52,3,4,83,68,30,18,174,139,53,43,3,2,95,95,14,11,4,0,1,0,53,132,5,22,0,5,0,25
105,臺中市東　區,富仁里,4293,19,7,11,3,176,83,48,27,411,413,153,147,153,124,23,26,118,125,7,8,173,138,47,51,377,361,93,82,4,6,171,207,28,24,3,3,1,1,102,249,9,22,3,13,2,41
105,臺中市東　區,東信里,8944,15,9,7,8,200,158,64,45,826,1036,314,290,296,345,66,49,200,189,15,11,203,229,111,99,892,813,254,193,7,20,418,460,65,60,7,5,1,0,307,500,24,59,6,6,7,55
105,臺中市東　區,東英里,6968,15,6,19,5,199,134,61,42,652,764,306,242,211,232,36,28,174,183,5,8,188,191,101,75,676,715,173,147,10,20,312,346,40,39,6,2,2,0,186,320,13,44,0,5,0,35
105,臺中市南　區,城隍里,3744,27,12,13,4,148,109,34,28,425,454,110,115,122,139,19,14,121,105,7,2,117,123,34,44,317,311,59,47,5,5,123,134,23,21,4,4,1,0,93,218,7,17,0,4,1,24
105,臺中市南　區,國光里,4060,39,15,6,7,148,132,38,40,438,485,157,124,134,120,30,30,96,105,7,5,127,137,47,40,328,348,67,53,7,7,135,173,22,27,3,8,1,1,105,216,7,9,1,6,1,28
105,臺中市南　區,南門里,3561,55,22,10,7,175,142,42,34,414,479,124,125,115,144,21,14,82,107,3,5,95,109,49,35,259,264,58,58,1,3,99,129,12,15,1,8,1,0,65,145,1,18,0,5,1,10
105,臺中市南　區,德義里,2923,28,14,10,6,132,103,31,25,344,399,118,84,86,99,17,18,75,81,4,3,68,93,44,37,223,242,50,49,5,4,76,109,15,18,2,3,0,0,60,113,5,7,1,6,2,14
105,臺中市南　區,積善里,2651,18,7,5,6,97,66,31,27,276,307,78,78,72,91,21,9,57,65,0,4,74,74,17,20,262,246,54,42,3,4,116,109,18,15,4,5,1,0,75,147,6,18,0,6,0,20
105,臺中市南　區,江川里,2880,47,21,9,5,123,105,24,26,329,361,118,94,77,96,19,21,70,82,5,2,70,76,32,26,198,244,76,33,5,8,90,108,19,15,1,3,0,1,73,122,9,12,1,4,1,19
105,臺中市南　區,新榮里,4427,36,18,9,13,176,134,49,38,460,648,147,160,154,220,25,35,112,147,8,6,112,129,56,44,301,408,102,71,13,14,114,178,28,29,3,4,0,0,53,138,4,10,4,1,1,15
105,臺中市南　區,福興里,3931,18,7,6,6,131,103,33,34,380,444,169,126,149,144,36,29,98,101,5,3,110,100,52,42,338,341,90,62,3,8,141,171,23,28,7,7,1,1,113,201,8,15,3,13,3,28
105,臺中市南　區,福平里,5496,17,7,6,2,183,109,51,31,544,669,196,193,207,228,38,34,139,141,5,5,146,189,64,73,479,478,129,88,7,15,202,286,29,33,2,6,2,0,141,245,8,24,3,14,4,24
105,臺中市南　區,和平里,3944,16,9,7,5,106,103,44,39,432,501,145,144,148,196,23,33,100,96,3,6,107,130,59,59,315,373,85,78,7,6,126,150,21,21,4,6,2,1,76,115,5,20,1,5,0,16
105,臺中市南　區,永興里,7602,49,25,10,12,280,201,84,67,780,961,336,317,266,316,46,48,180,189,13,9,185,240,136,122,601,715,227,164,13,26,216,281,43,41,2,5,2,2,112,226,6,22,0,5,2,19
105,臺中市南　區,樹義里,10676,47,16,15,13,406,237,100,89,1009,1461,457,385,417,483,64,77,245,268,9,7,259,288,165,162,887,953,312,209,14,35,302,411,63,69,4,5,2,2,216,378,19,50,4,16,5,41
105,臺中市南　區,樹德里,7957,37,19,19,10,298,209,87,64,826,1022,326,314,347,432,56,72,207,207,7,6,221,221,117,129,590,650,202,152,11,16,208,283,46,53,4,3,0,1,155,247,10,37,1,9,2,24
105,臺中市南　區,西川里,4324,20,12,7,3,167,106,46,43,484,585,178,151,152,214,29,25,113,98,6,4,100,126,73,70,286,386,113,71,3,11,123,153,15,35,6,5,0,0,86,166,10,14,2,8,2,17
105,臺中市南　區,長春里,2065,14,4,3,2,82,50,27,10,223,262,68,59,54,81,12,14,67,68,2,4,67,70,17,16,200,172,46,29,3,3,58,79,15,15,0,3,0,0,46,109,2,4,0,2,0,3
105,臺中市南　區,長榮里,2597,11,3,2,4,98,60,25,28,313,343,85,65,79,108,16,12,81,81,4,4,71,69,29,28,213,223,63,40,0,2,81,99,11,18,2,2,1,0,56,133,3,11,1,7,0,12
105,臺中市南　區,福順里,5414,34,15,13,2,198,152,50,40,577,691,212,198,210,234,39,44,134,154,8,3,152,167,65,65,440,467,111,96,12,10,158,202,25,39,1,5,0,1,106,211,10,19,3,8,7,26
105,臺中市南　區,平和里,3685,24,8,15,7,140,103,30,36,385,442,146,116,122,123,21,19,81,67,9,2,105,103,39,41,300,300,78,42,2,17,156,137,26,18,6,4,0,1,129,220,6,11,3,11,1,33
105,臺中市南　區,南和里,7186,57,19,22,6,265,182,61,77,709,864,310,306,247,273,58,48,166,187,9,13,203,241,108,109,592,655,216,134,13,17,270,274,44,60,3,6,0,1,120,184,15,11,0,7,1,23
105,臺中市南　區,永和里,4547,28,11,14,3,136,113,38,41,453,564,171,155,165,157,42,36,94,118,4,4,124,156,56,49,409,413,112,85,6,3,174,204,26,27,5,9,1,1,105,199,7,12,1,5,0,11
105,臺中市南　區,工學里,6476,51,28,13,9,275,213,70,54,700,928,258,246,253,300,36,45,167,179,7,8,151,195,102,103,429,526,124,116,12,18,175,227,45,47,3,7,0,0,85,203,11,22,1,10,4,20
105,臺中市南　區,崇倫里,5467,33,16,14,6,189,179,48,46,592,710,226,160,196,265,32,36,118,167,3,6,158,143,69,80,427,457,124,77,10,22,175,205,36,33,3,6,1,1,104,212,16,21,1,12,2,30
105,臺中市西　區,民生里,1953,12,10,5,4,102,94,16,22,253,268,73,79,57,88,6,8,49,68,4,4,45,45,43,39,119,154,21,27,2,2,45,65,9,11,1,2,1,0,23,59,4,10,0,1,0,3
105,臺中市西　區,利民里,1570,12,5,6,7,98,58,22,19,189,231,72,57,48,77,4,4,47,43,0,0,41,39,28,40,86,98,24,30,4,5,15,40,11,15,1,2,0,0,19,50,6,7,1,1,3,5
105,臺中市西　區,三民里,2355,13,16,9,4,108,108,24,18,266,308,64,72,63,94,8,5,50,73,6,3,69,69,51,49,195,163,57,34,2,6,107,59,26,17,1,1,1,0,47,53,10,10,3,4,1,8
105,臺中市西　區,東昇里,2403,19,7,8,5,108,102,31,34,317,341,87,77,70,107,9,14,60,100,3,2,56,57,37,30,169,195,44,37,0,8,47,73,7,8,2,6,0,0,26,83,0,6,0,0,1,10
105,臺中市西　區,廣民里,1612,13,3,4,0,58,45,13,13,176,179,49,60,39,71,2,6,37,50,3,0,35,51,25,12,121,144,38,35,1,3,65,65,11,8,1,6,3,0,48,96,4,6,2,4,0,7
105,臺中市西　區,平和里,1964,15,6,7,3,86,80,25,28,241,297,49,64,64,88,7,5,53,59,3,6,47,47,22,19,148,171,22,19,1,7,53,68,15,4,1,3,0,0,37,81,3,5,0,0,0,5
105,臺中市西　區,公民里,4877,41,19,16,10,249,187,56,43,658,686,190,179,145,184,16,21,121,172,1,5,126,129,75,58,318,385,66,45,1,8,111,149,29,25,2,10,0,2,79,211,12,12,1,6,1,17
105,臺中市西　區,藍興里,4153,24,14,16,4,173,151,44,35,503,580,129,135,149,177,15,27,97,140,2,4,85,107,75,48,308,342,83,52,6,11,103,130,25,23,2,3,1,1,95,187,5,13,2,3,3,21
105,臺中市西　區,公舘里,5844,31,17,4,5,200,165,48,40,593,697,201,187,190,214,31,23,155,146,7,9,154,137,73,72,535,585,124,97,3,12,201,265,36,38,9,6,0,1,146,305,10,30,2,13,0,27
105,臺中市西　區,和龍里,2421,9,2,3,3,65,38,13,17,205,204,66,64,71,69,14,19,66,60,3,4,66,54,25,25,237,240,64,36,3,11,159,148,19,16,2,2,1,1,113,155,8,12,2,9,0,18
105,臺中市西　區,民龍里,3338,16,11,10,7,124,106,42,32,356,401,116,98,82,145,21,21,87,126,8,2,91,87,45,50,250,296,82,48,5,3,111,142,18,16,3,2,0,1,86,146,9,8,0,7,4,17
105,臺中市西　區,後龍里,3528,30,10,8,7,154,123,38,27,416,479,102,103,115,137,16,12,96,114,5,4,93,126,37,30,238,288,65,56,4,8,107,141,26,21,2,2,1,0,87,163,9,10,0,2,2,14
105,臺中市西　區,安龍里,2955,17,11,6,4,171,129,22,20,399,394,104,86,105,110,11,12,95,85,1,4,78,92,24,28,211,226,49,20,3,4,81,100,11,12,3,3,0,0,65,129,2,13,0,6,0,9
105,臺中市西　區,吉龍里,6720,70,26,21,8,303,268,85,64,903,956,263,237,212,274,28,36,132,214,11,7,152,217,125,95,395,546,103,76,9,16,159,230,33,29,4,5,0,0,107,238,7,18,3,6,4,25
105,臺中市西　區,昇平里,5820,40,11,16,7,221,194,58,55,709,819,207,190,182,246,33,21,151,170,7,9,158,168,78,71,446,537,103,78,7,2,125,184,27,32,5,7,0,1,118,265,8,22,2,4,2,24
105,臺中市西　區,忠明里,5896,60,12,16,15,264,210,56,44,720,819,191,165,172,200,31,22,159,199,11,8,150,187,88,98,402,511,109,70,4,5,156,221,26,30,4,8,5,0,129,237,7,23,1,15,5,31
105,臺中市西　區,公正里,6327,32,9,21,12,263,197,66,63,791,911,282,267,199,285,35,29,164,248,2,10,134,186,102,99,391,599,110,78,5,12,111,209,31,29,1,2,0,2,100,193,5,14,2,9,1,16
105,臺中市西　區,土庫里,5793,53,33,9,6,259,188,67,44,743,791,212,189,179,188,24,24,157,177,6,10,126,156,96,80,402,493,114,80,5,13,154,203,37,26,4,6,1,2,122,247,10,24,3,7,2,21
105,臺中市西　區,忠誠里,5945,21,7,12,7,232,174,52,40,787,791,206,179,186,222,37,22,162,210,9,6,138,180,68,71,485,545,100,91,8,10,124,228,24,33,6,7,3,0,110,281,15,21,4,9,1,21
105,臺中市西　區,公益里,2880,4,3,6,4,88,54,30,21,325,341,99,96,107,97,19,18,65,69,3,2,58,104,33,26,257,304,49,44,5,8,103,120,17,13,3,4,0,0,68,170,6,14,1,3,4,15
105,臺中市西　區,中興里,3799,19,12,7,6,139,111,40,29,489,509,126,122,98,120,21,17,94,114,1,2,107,117,51,56,322,362,60,48,1,3,100,155,19,20,3,8,0,0,74,179,3,11,0,3,2,19
105,臺中市西　區,公平里,4929,21,20,11,4,233,157,46,59,618,702,185,163,150,218,15,19,136,186,5,7,109,131,69,61,320,461,74,51,5,11,141,167,30,15,2,8,0,1,81,203,1,11,0,7,1,14
105,臺中市西　區,公德里,4314,31,15,17,7,219,142,43,49,540,664,157,158,145,169,17,21,108,153,4,6,93,127,63,67,279,388,64,73,4,10,85,129,17,23,3,3,1,1,61,130,5,6,2,5,0,10
105,臺中市西　區,双龍里,2918,14,8,10,1,110,82,36,29,354,371,98,95,90,112,10,14,70,89,4,2,92,96,50,23,242,264,40,39,8,6,68,118,11,14,0,4,0,0,55,153,8,11,3,3,1,10
105,臺中市西　區,大忠里,4421,42,25,12,7,220,166,41,46,575,702,172,151,132,195,20,22,102,160,3,6,79,88,52,83,281,350,67,46,3,12,102,134,21,26,2,1,0,0,90,149,3,13,1,3,2,14
105,臺中市北　區,光大里,2124,2,3,3,1,46,38,10,15,176,193,58,52,54,76,12,6,49,49,4,2,61,74,15,16,196,219,55,49,3,4,131,119,16,8,3,1,0,0,106,151,8,11,0,0,2,27
105,臺中市北　區,文莊里,3524,18,4,7,2,107,75,32,23,404,419,122,86,123,120,14,7,95,112,5,2,96,150,33,40,313,314,67,47,2,7,99,189,19,26,3,1,1,0,84,184,12,22,0,5,1,32
105,臺中市北　區,五常里,1466,4,0,4,1,35,29,9,8,138,158,46,48,56,43,9,8,31,30,1,2,49,40,20,13,159,141,33,16,2,3,58,77,6,8,0,0,0,0,53,97,6,7,2,1,2,13
105,臺中市北　區,新興里,1611,6,5,4,1,41,33,13,11,175,153,55,34,44,44,6,8,45,40,3,3,72,61,19,12,166,139,26,25,2,2,84,82,3,8,0,5,0,0,47,110,3,5,1,3,2,10
105,臺中市北　區,新北里,1796,20,5,4,6,82,47,18,13,259,242,62,53,51,57,5,6,46,71,0,1,40,66,16,22,157,133,13,16,2,2,38,67,11,10,0,4,1,0,40,82,4,13,1,1,0,9
105,臺中市北　區,樂英里,2780,6,2,2,1,70,50,15,10,328,277,71,74,100,88,17,9,70,72,2,6,120,150,25,25,279,228,54,47,4,4,92,148,20,13,2,4,1,1,63,169,11,20,2,6,2,20
105,臺中市北　區,錦村里,3317,13,5,12,4,127,69,25,14,426,426,106,91,129,112,14,16,72,101,6,3,92,89,38,42,285,309,60,49,3,5,93,159,22,21,1,2,4,1,62,170,5,15,1,4,1,13
105,臺中市北　區,建成里,5550,8,4,9,0,104,69,39,25,513,492,211,187,211,174,33,30,132,137,13,11,163,180,57,51,622,688,142,117,4,15,262,317,22,30,3,1,2,1,144,270,10,23,0,3,2,19
105,臺中市北　區,錦洲里,3473,16,8,5,2,125,78,29,27,418,420,113,116,122,116,11,13,87,96,4,3,100,138,47,28,334,333,67,48,5,5,124,163,16,21,6,2,0,0,47,155,4,10,0,2,1,8
105,臺中市北　區,金華里,2458,36,11,9,3,103,73,40,28,317,353,108,90,70,105,12,11,64,95,1,3,54,86,42,40,172,195,34,21,2,2,55,59,17,6,1,5,0,1,29,86,3,5,0,2,1,8
105,臺中市北　區,金龍里,4443,19,5,8,9,140,87,38,27,476,544,141,115,151,162,21,18,116,111,7,4,129,129,46,40,417,452,88,75,4,7,173,216,14,25,6,6,0,4,105,247,12,24,1,7,2,15
105,臺中市北　區,邱厝里,2260,26,16,14,6,97,94,17,22,283,317,104,79,74,74,7,14,48,65,3,5,42,62,22,32,159,174,33,28,4,5,56,85,4,12,0,6,0,1,39,97,7,14,1,5,1,6
105,臺中市北　區,建興里,5876,33,21,15,7,203,151,39,44,697,748,229,171,213,223,23,37,149,184,8,6,165,185,68,68,510,552,107,79,5,16,156,267,27,33,7,10,1,0,118,248,13,16,2,7,0,15
105,臺中市北　區,頂厝里,4224,33,13,8,7,165,127,40,21,540,623,177,150,133,143,23,11,105,138,7,5,104,120,61,51,288,405,71,58,2,11,100,159,16,24,5,6,2,1,63,158,8,19,1,2,1,19
105,臺中市北　區,賴厝里,5338,27,9,12,9,176,137,32,41,536,601,183,161,170,193,20,19,153,160,12,7,226,157,91,81,476,502,146,86,6,10,279,203,35,24,4,8,2,1,95,172,21,24,1,3,8,19
105,臺中市北　區,賴村里,4621,29,8,13,13,141,99,37,45,470,589,177,133,141,185,14,26,116,121,5,5,124,132,45,51,408,452,86,68,9,11,176,206,12,23,3,6,1,0,133,245,8,17,2,10,2,24
105,臺中市北　區,育德里,3737,31,17,16,8,169,125,31,34,477,505,119,141,96,135,16,11,97,101,6,1,79,100,45,57,292,338,79,44,1,7,106,148,17,17,4,4,0,1,61,160,4,14,0,4,2,17
105,臺中市北　區,淡溝里,5072,40,20,19,11,248,195,49,54,636,707,200,174,151,194,13,11,111,142,10,9,134,167,79,59,370,418,81,67,6,11,136,174,20,27,2,7,1,1,65,205,8,22,1,3,2,12
105,臺中市北　區,中達里,2793,16,4,2,2,83,57,28,10,285,302,113,90,77,95,9,7,80,73,9,4,61,80,39,32,284,250,58,57,4,9,113,109,17,14,3,6,1,1,85,169,6,19,1,8,2,19
105,臺中市北　區,錦祥里,3745,16,6,6,2,144,100,40,19,445,447,129,113,119,143,20,15,94,100,5,4,105,133,33,45,302,393,71,56,4,8,129,165,16,24,4,7,1,1,74,161,12,14,2,2,0,16
105,臺中市北　區,健行里,6636,44,18,9,13,260,163,63,45,728,801,260,243,235,266,32,27,149,192,9,7,155,173,93,87,583,581,114,96,5,11,217,274,38,33,4,6,0,0,161,363,10,26,2,7,7,26
105,臺中市北　區,明德里,5461,33,13,19,8,216,163,58,47,687,758,201,187,174,211,25,16,134,160,4,5,145,147,67,61,384,546,99,75,8,6,158,224,21,34,5,8,0,0,99,204,11,23,0,2,0,15
